CY,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
1970,17.61331154,17.21821232,12.26241191,12.55802775,12.66368473,12.33072992,19.77384595,19.41904532,19.0824193,29.86641947,30.16368998,31.0695099,31.2137135,15.89410673,15.08504436,21.60647107,21.26015074,21.06473024,21.04063785,15.11432493,15.10258564,11.5503244,11.65684618,20.07481609,20.38877578,20.87403233,20.38514325,9.829164377,10.12862715,10.08917623,14.18950003,14.52235351,14.25709855,14.02940656,18.75021509,19.16088484,17.78491182,18.29008504,13.38736895,13.6928563,13.30655278,13.7032054,15.15948248,15.40291734,14.69909177,15.00823059,17.04779679,15.13842294,14.75924737,15.55642822,15.1008429,17.37518319,15.22130376,15.81639322,15.37108274,15.50404889,14.93705925,15.46581665,17.14693831,16.76974288,17.38320591,11.00565747,11.88378397,11.62679589,11.65172021,24.3623659,23.43034695,17.60861258,16.9895786,17.95562317,17.42291516,13.39741057,13.65480107,13.05607035,13.43746278,23.27409263,22.65784441,22.89005897,23.21364726,17.45848719,18.05360132,17.78414789,32.20955312,31.35864401,32.05321135,19.1293253,18.16614651,18.98951825,15.67680422,15.53200832,15.65244099,16.19947051,19.09708405,19.1995506,16.41812864,16.37164268,16.95050057
1971,14.22293538,14.93432099,9.370778221,9.46555083,8.890387894,9.221148218,9.02120519,9.136217256,8.864613521,24.76959047,24.17882666,26.15503987,25.40645804,13.46787564,12.46324526,15.01250674,15.4604999,15.5383344,15.77067302,9.99598197,10.98763553,15.27439319,15.64513412,15.09996768,15.20786035,15.31467769,14.79081751,12.69783187,12.75415291,12.25890179,12.97194147,13.27890781,12.84604378,12.95331465,18.47069191,18.40287023,18.54557244,18.04174237,16.24127175,16.58491501,17.28808346,15.86158191,19.19973138,19.15795855,18.91495934,19.9432291,11.25355783,19.07470998,18.52909359,19.21335697,19.1980998,23.62591613,14.79503417,15.21384474,15.21210125,14.96675365,19.88894053,21.38472841,14.9426635,12.23235084,11.37790405,10.821291,10.89782489,10.67843173,10.92662981,17.03650812,17.25852284,15.861876,16.03101035,16.2076535,15.42548291,12.67051095,13.16882271,12.89567679,13.07474265,18.74228987,19.08336781,19.95794789,18.94502672,10.12097167,10.86143048,10.52530017,14.64099779,15.2706462,15.01079306,12.07348108,12.64856979,12.85752317,12.53949223,12.64191824,12.58755759,12.31979976,11.01879919,10.55190522,15.07052108,14.95974506,14.90220145
1972,11.84420136,12.23474108,9.038402777,9.179710393,8.948900231,9.15442326,11.58890461,11.64490106,11.32687619,13.47149234,13.91955402,14.73679668,14.01514401,17.77143737,18.07114082,19.69382134,19.64552095,19.30929911,19.62380015,24.28488071,23.68547147,13.83206941,12.79022333,19.85904593,19.76448902,20.07937267,19.69602506,12.14237437,13.07116586,12.42319507,28.53074715,28.21477501,28.87317497,28.87722238,10.4414806,10.09486641,10.62495501,10.46631114,16.70277461,15.88514957,17.00177859,17.51284657,20.95250898,21.10866724,20.84346379,20.37686779,15.56739154,20.15412922,19.27022549,19.47266783,19.89771749,15.16874735,15.39676191,14.49913817,14.72435558,14.63845734,9.463812516,9.160776754,14.61833591,17.35624955,18.14412748,24.72161316,25.15803556,24.485546,25.09087771,17.25692632,17.08260129,11.80102294,11.72082424,12.37076487,11.6355264,11.81819974,12.01052047,12.02073665,11.86039198,10.00576671,10.67332713,10.25229941,10.54553086,10.77850391,10.48627968,10.75409101,14.24706422,14.16350698,14.07633312,19.82083706,20.67080731,19.95914291,15.93074993,15.67890272,15.716859,15.38941999,20.48288376,20.94714966,15.15744192,15.00059966,15.11589517
1973,17.99327823,18.33211087,12.87484241,12.82864548,13.356492,13.44397738,16.79458992,16.70284433,17.04245681,13.89790189,13.36150947,13.51729016,13.89985206,14.53448705,14.44405355,16.85099375,17.29013056,16.33011759,16.75350361,18.05012156,17.45092463,12.28483494,12.18221522,8.106820621,7.9753608,8.176354433,8.246805481,11.37660393,11.85400114,11.01046237,12.98043128,13.12012211,12.37011302,12.37519781,8.612169759,8.583424026,9.010767531,8.64395994,17.3203507,17.18071864,16.99784559,17.03472635,19.58793584,18.67428309,20.39286204,19.29246504,24.36829926,27.45426859,27.69210744,27.29686737,27.60547906,15.62357096,17.14584022,16.93739175,17.28114022,18.15722344,17.14591874,17.25675697,13.84015989,14.41057071,13.89928028,14.7311136,14.84750428,14.8719621,15.00691,15.34593548,16.26400342,13.61745993,13.43123583,13.52006824,13.59264432,10.05022566,10.49001794,9.940095828,10.11518876,15.73575134,15.85201843,15.18852506,16.10601205,20.73836261,20.59119574,20.7542518,10.81632601,10.61973687,11.24724256,18.09296495,17.98505476,17.87466194,7.436256853,7.13033046,7.623551445,7.319765336,13.62190288,13.80637674,13.78514569,13.36904559,13.98162266
1974,20.33515277,20.20222489,22.9788052,23.41403024,22.60806895,22.63550694,20.36059839,19.52893029,19.95465263,14.80094083,14.39572933,13.77147527,14.71379393,13.37380241,13.53752243,22.15788484,22.30603747,21.82463121,22.99388793,15.26912301,15.37952602,17.01073428,16.75885615,17.10876472,16.86404396,17.27546279,17.1160556,9.455816291,9.255600873,8.914356218,23.48035133,24.45645784,25.12593842,25.77926059,15.30704495,15.46093456,15.15912113,15.70715092,18.83204454,18.09916489,18.97179614,18.78538721,13.96966982,13.87503429,13.44027636,13.44486415,16.82253511,18.22267359,17.76839488,17.27349281,17.48446909,9.766261765,14.17115258,15.18680309,14.70065478,14.38152488,10.39737632,10.41104317,12.59843415,14.63974733,14.77904761,10.3603131,9.957283914,9.820472846,10.00469365,15.93649587,15.90252914,14.61823561,15.12079543,14.93547901,14.73702145,15.45963921,15.98898468,15.66641691,15.8545276,13.78016519,13.92362858,13.40141784,14.05051613,23.13495975,22.88032552,23.09254635,18.13780524,18.21489542,17.86841474,15.27484687,15.78735057,14.84821993,14.3023626,14.5166331,14.95403302,14.67207082,11.16649379,11.28923236,12.27458346,13.02979692,12.87696599
1975,14.63424843,14.70071556,14.64499486,14.81036418,14.45868885,14.32091585,10.90474657,11.52124574,11.22338916,15.19552167,14.45527246,15.14086477,14.75714497,16.44868366,17.2855491,10.88335432,11.24062114,11.16623948,10.65536943,12.13379127,12.57314321,23.31231094,23.42169654,16.98262231,16.649594,15.89898559,16.75854359,17.60509303,17.95638079,17.89380502,26.28307091,25.72079076,26.46758287,26.3205052,14.67987854,13.87476897,14.15997901,14.85765072,15.95265142,15.58778789,15.06317885,15.60755308,10.40835267,11.22810095,10.46855044,10.32370584,12.6196459,12.54788884,12.3830453,13.01128891,12.93323534,11.63540489,17.8348707,17.89887959,17.92545013,18.17838559,25.02193258,24.89808954,7.973198479,14.08126268,13.98620255,13.01346375,12.74490934,12.27198817,13.16502327,22.99640711,22.65129437,18.9738582,18.58845021,18.46343135,19.07602598,10.23758862,10.03919496,9.954265785,9.999322294,19.23735711,19.28699044,19.29055876,19.11811803,14.90590963,14.62116819,14.65592009,16.8562874,16.70930819,16.79418631,17.84222715,16.96758518,16.54423198,13.51893739,13.00536101,13.27025462,13.48754934,19.2075814,19.05211398,8.280720436,8.367568423,8.608258334
1976,28.84776768,29.18105423,14.01819059,13.81115907,13.65160302,13.72818151,14.06168426,14.25831903,14.435352,15.11464689,14.42025941,14.99602641,14.94047433,20.07998999,19.02983492,9.692195663,10.57875253,10.55174684,10.23494202,12.5331839,12.63865333,22.75229086,21.78696048,26.59742047,26.0101709,25.35991622,25.29726934,20.34317098,20.03489222,20.47456058,6.776184278,6.858519848,6.647763788,6.457896179,7.03196638,6.975593831,6.912901964,7.12922402,16.3725932,16.12766696,16.2652301,16.32597332,10.06591763,9.612972159,9.471220284,9.506760417,9.466197719,13.0966373,13.45011443,12.9692495,13.5557206,10.23991722,16.53901535,16.39055576,15.88825817,15.86790381,13.35596682,13.02625307,18.86463249,15.04311104,14.78035269,22.79492981,23.56159121,23.5167773,23.796096,13.93639976,14.04986739,20.84990087,20.79580088,21.22212234,20.67398759,8.56286636,8.54919005,8.442125375,8.127514017,16.04389841,16.40968814,16.16155674,16.025829,10.97580428,10.35057763,10.42772642,14.82873919,15.51694487,14.31109069,20.68021002,21.57413881,20.96671553,23.44489999,23.95851812,24.02764296,23.29174427,26.62487601,27.35744991,18.96729971,19.04743047,19.69749836
1977,14.1527208,13.73931572,18.06722235,18.25644399,18.55352749,18.30623056,22.69490315,22.81980722,23.19922858,13.29977397,14.03388264,13.99467556,13.86651102,17.1250677,17.0094942,17.56038569,18.20770403,17.85638148,18.17317543,14.42572689,14.64419165,14.94950483,14.66135831,19.11074898,18.73688569,18.41115455,18.58807745,12.48094141,12.93188793,12.63421275,19.13583237,19.20621798,18.99486016,19.56292939,10.0255587,9.888473078,10.22458695,9.877636562,12.15487692,12.50962737,12.57749875,12.2215705,17.43156222,18.25266835,18.25551687,18.49921751,16.48452401,22.39820799,21.89678146,21.46929005,21.73203527,10.31568335,14.93642091,14.55242251,14.59099932,14.4143522,20.71448265,20.52345072,22.7787789,12.94230899,12.68703699,18.85248934,18.62954493,18.2698422,19.37767732,10.17687346,10.51391566,15.01336683,14.74466862,14.77326708,14.62931764,19.16058998,19.33808864,19.03852423,17.84589112,24.06366498,23.80179181,24.5618663,24.12435894,11.45095363,11.35779293,11.9734317,16.41428579,16.21592773,15.62844052,16.02575823,16.18344968,16.52712488,20.88706229,20.64869591,21.80710058,20.68541048,15.7526805,15.55456497,21.90822268,21.83327726,22.46662867
1978,20.153229,20.02888304,17.43843378,17.45296324,17.88027201,17.2196907,15.69956983,15.5655002,15.53715767,18.19205488,17.85596592,18.37486881,18.45608257,26.61167909,26.72897359,17.08764708,16.68800815,17.34136798,17.37965986,23.27537794,22.86803968,12.51559789,12.42198694,18.50465193,18.09210508,18.11206516,17.85197415,17.67563345,17.73448764,17.82149744,13.1503725,13.0718381,13.24320444,13.49666418,13.2270651,12.24107387,12.03725778,12.95756763,11.38156044,11.00627814,10.74467593,11.15025701,15.66056392,15.29206873,15.31266561,15.19953059,10.13459462,10.69842809,10.85505306,10.7697883,11.04148318,14.83332724,14.49922951,14.82722882,14.69549952,14.39147667,15.35014911,15.55708493,16.86019819,13.69115982,13.89864785,10.4955459,10.41839623,9.791587696,10.23788448,18.69835601,18.11695912,9.986040635,10.12769992,10.11145799,10.10267012,23.38103016,22.94606166,23.83710978,23.7566994,20.74132955,21.74564662,22.25374925,21.20293714,9.151989461,9.610843736,9.568114136,9.588673567,9.595657726,9.228417025,11.8599595,11.40631325,11.87756348,30.77865798,30.80531915,30.61069862,31.05535033,12.64586729,12.00557869,17.29166563,17.31006492,17.40476335
1979,25.61371402,26.38848833,24.49099962,24.37234701,24.82161493,24.93396018,11.95253494,11.82736606,12.10349915,9.043980357,8.993828549,8.992726294,9.043977025,17.05337637,17.76461683,15.84893611,15.43777704,14.858292,15.49035596,13.76606031,14.09912388,12.0336165,12.30468902,12.3902755,12.55847252,11.96989075,12.08985449,12.99694899,13.3158546,13.15167911,9.112118638,9.264878301,8.747362255,8.966887517,18.19170762,18.6765989,19.02675656,18.62866899,14.19482194,14.34380592,13.95391628,13.83000145,16.05941944,16.34711742,16.87365679,16.49997096,18.38493154,10.77826344,10.44209986,10.70347263,10.47454852,10.83697335,15.42173734,14.6358576,14.97679698,15.14110397,8.166790889,8.35637762,12.8647899,15.61983203,15.83660273,16.43480295,16.66588939,16.2605477,16.31285746,12.07733784,12.44361864,16.33845886,15.47282061,16.66943972,16.47446095,23.0518926,23.16896959,23.31537435,24.04438659,18.17491908,17.86731225,17.30210989,17.49023615,14.66209793,14.90246694,13.92827278,16.073791,16.42744979,16.25902296,14.45172165,14.054583,14.8470884,12.9314142,13.42360774,13.33557255,13.32912982,12.02349786,11.87885629,12.76224869,12.99208675,12.42554019
1980,12.7968642,12.62081266,9.765574988,9.895217336,9.985650169,9.871575987,10.00127942,10.54668817,10.1131325,12.70242244,12.49509735,12.16070644,12.5422436,14.49788765,15.01076329,11.80551318,12.12719992,11.58480407,11.9490989,11.93545476,11.86251931,15.07328737,15.16910977,11.4365974,11.68207442,11.21675332,11.17974899,14.20039912,15.01148892,14.90684257,9.65669635,9.587595868,9.628605679,9.362028,22.7408948,22.35141265,22.68669509,21.56349039,10.4478582,11.08861105,10.75658733,10.21268505,11.11513636,10.91711956,10.93484136,10.88707597,11.09293638,9.021535498,8.701629362,8.537441435,8.548974407,12.01903275,15.54836148,15.02048941,15.24701474,14.95174915,13.05074331,12.6556037,13.18566407,12.01443043,12.20578667,21.2470803,21.40735131,21.39808873,21.18142499,17.77067464,17.6214003,16.42795047,15.89895826,16.80481454,16.52122243,12.57581137,13.33466158,12.88259726,12.67967593,13.45467059,13.47012772,13.4320083,13.22509208,12.20178815,12.9470761,12.98512723,19.0345507,18.95180374,18.34302974,10.41826659,10.49682054,10.77080953,12.07219783,11.87092001,11.74194145,12.10614551,22.97131404,23.12574942,13.27608774,13.31758677,13.72431812
1981,13.68109716,13.25175195,20.27133527,19.76152207,19.53286594,19.1766931,12.76753329,13.23513707,13.35400606,13.71596085,13.53260414,13.6606411,14.18566024,19.35132351,19.5197954,17.39960229,18.24188011,17.44651109,18.08163154,11.74936594,11.48132561,17.33356255,17.73625908,11.22848081,11.76183037,11.3846858,11.35032982,10.75634696,10.73391604,10.78160418,14.71551009,14.26943125,14.32346775,14.33337261,14.72931487,14.33257244,14.09157866,14.5370783,12.56114154,13.23429449,12.36538768,13.44523857,13.69097784,13.87344865,13.6485978,13.41338051,19.47280695,19.7364892,20.24142127,20.14772618,19.71410527,13.49889842,14.03517743,14.15313784,14.13121672,14.45525464,12.41622339,12.72304971,16.6889325,11.15064922,11.44916676,15.20175263,14.9132659,15.37556961,14.53220511,11.8859404,11.98654973,16.7390833,17.45614437,16.23155242,16.78198875,10.00443445,10.24413477,9.955807319,9.878011716,14.27216914,14.98717823,14.63725172,14.69811447,16.172381,16.20676429,16.20603739,13.44687848,12.88818559,13.20673882,15.56541735,15.16547179,15.9405428,10.70121057,10.49699219,10.43995117,10.69015902,15.79663341,16.30888677,17.32971935,16.38490711,17.52277021
1982,18.39646687,17.99802916,14.13785792,14.14622263,14.22534571,14.29216312,23.66337943,24.11110735,24.12532943,11.23513331,10.97568093,10.80614648,11.38345595,27.34598813,27.33780468,12.89046186,13.5074016,12.85670797,13.7743219,18.22947695,17.69784004,17.31283726,17.05121939,9.481144205,9.51749157,9.324866916,9.626729712,12.10237085,12.56152399,12.85564929,9.242610387,9.14189639,9.258315828,9.657960734,20.78733521,20.75293006,20.92081025,21.24519562,12.75830039,12.49063922,12.50625989,12.93325509,12.74476419,13.25707367,12.8613769,12.63597314,13.43821769,13.32017863,13.91685677,14.04747997,13.73808698,14.60608207,14.27050988,14.5206219,14.35516346,14.09091257,12.63841567,12.77116917,19.1023614,15.11416457,14.77747025,16.45373068,15.72494557,15.981045,15.84675144,11.70961636,11.69664056,11.1340008,11.1764422,11.40722523,11.38785701,8.693786995,8.585948529,8.71216681,8.78083204,9.789135491,9.353691035,9.573508463,9.934448846,22.1872823,21.51003211,21.79925653,14.79579507,14.36513925,14.64593453,17.01332029,17.51206772,16.82396717,8.897777812,8.34898679,8.668998902,8.757810982,18.54375733,17.85886088,17.92434258,19.11294532,17.6358267
1983,13.13198033,13.16220555,11.47590016,11.97499777,11.3665589,11.76304552,22.13496422,21.89360196,21.48825463,13.63327585,13.18009964,13.23061632,13.46230953,15.40592346,15.0942119,10.44455219,9.746682764,10.18990276,10.1645709,23.58322114,23.29082202,15.31191995,15.86852961,18.2251438,18.0113948,17.32360064,17.88013833,12.03665353,12.17688153,12.68963901,17.47301752,16.80325291,16.85867784,17.0618237,25.67400238,25.73100486,26.40868419,25.50163946,6.316891894,6.301433732,6.532874995,6.399745805,20.14190906,19.99554783,20.08819097,19.81122133,14.72991136,27.29552448,26.55179316,27.92270822,27.2041098,16.26812866,11.51156477,11.47562394,11.32129803,10.97144249,12.56376234,12.74216376,15.71353436,37.2061772,37.73501728,19.13932532,18.08295525,18.57513082,18.27848975,24.51489554,22.60259435,8.246230314,8.584951478,8.625091458,8.360006063,13.60808285,13.52433291,13.61780666,13.06553066,7.528974783,7.623500152,7.79623678,7.81784878,17.09101087,16.91535751,16.89821758,10.55273776,10.20094693,10.36940983,10.04916778,9.921265726,10.12884873,17.34179185,16.97386947,17.2116868,17.40239613,29.56120522,30.13492514,15.55821987,15.70849127,15.64817609
1984,15.35685338,16.27567813,9.356107795,9.088922876,9.487530545,9.78493077,14.91357471,15.66818243,14.73302309,20.03535834,20.84012162,20.43203199,20.21855472,12.30814844,11.70450569,14.7663626,14.98255781,14.92536274,15.4401459,21.89941498,22.92012294,10.77659066,10.90255462,13.82299874,13.4819371,13.31197983,13.4607078,14.79178935,15.14132285,14.93291589,17.91268748,18.43186122,18.39302364,18.77596848,17.51572852,15.52852873,17.60367945,16.94507687,12.3779231,12.80103612,13.03044125,12.7480464,24.10460152,24.58155299,24.79392714,24.68157862,5.742257831,13.01074778,12.70414697,12.65679249,13.04932328,14.51449845,9.016230645,8.621945593,9.117260291,9.114646592,14.68137479,14.41101804,9.564694413,16.16327913,15.30680834,11.00566826,11.01070748,11.0456663,11.48070772,15.16630326,15.85704676,9.747432912,9.649785937,9.906342982,9.74893914,14.26141135,14.93126172,14.6856091,14.98115298,16.03302571,15.72061759,15.83298355,15.46649423,14.8768011,14.70396113,14.67542557,14.39863575,14.43800325,14.87388879,14.50023233,14.20397946,14.78357581,20.47900939,21.345022,20.30322688,20.3355091,15.10907113,14.2845237,9.612562532,9.219056906,9.365929369
1985,9.211391306,9.745437699,14.67512112,14.42420218,14.5685083,15.24073517,18.26630382,18.86500582,18.18801786,10.74542741,11.16322076,11.32300786,11.15750114,9.423602955,8.74908119,11.07078415,11.60992495,11.09694831,11.35894881,8.897399008,9.076686307,24.0616366,23.72932606,9.891271517,10.28880456,10.28536128,9.942471015,13.83631527,14.1690192,14.08960495,11.51495861,11.56910973,12.6058992,12.40897297,14.19667567,13.83457684,13.60401568,13.88452011,24.69499839,24.79369434,24.30099187,24.90963775,16.23904292,15.77933808,16.01933736,16.21361774,12.49127675,13.98502332,14.13728025,13.96638742,14.07612815,15.02285234,10.83066333,10.52152346,10.48658644,10.79578984,18.77783165,18.04763474,19.93533187,8.940951888,9.023405712,11.61571279,11.87670085,11.79309451,11.55800261,11.12338443,10.93515398,21.08053615,22.57723634,21.50282834,21.55989953,8.498625223,8.710397851,8.477980284,8.524163107,12.9799703,12.63864581,12.3943637,12.03869726,12.8951135,12.73862442,13.06876136,21.33640149,21.11226117,21.17971696,10.94283747,11.13765759,11.10815453,13.7665612,13.66247268,13.76282993,14.03110298,15.75831959,16.04357845,18.80083809,18.6840359,18.37935102
1986,12.36848874,12.50006963,10.7212897,10.82148061,10.83143998,10.44506709,18.40181526,17.57982902,17.96608921,23.81817072,23.03503283,23.44252953,23.20631831,14.96225008,15.18500235,18.39334191,18.57837253,18.1259524,18.5694049,26.69109971,26.23047523,14.54000876,14.37829071,5.866695808,5.762988972,5.639508397,5.924976,10.9453386,11.08814346,11.44216756,12.90301515,13.54764845,13.95179913,13.74309263,12.16410105,11.92689416,11.67604249,12.14797196,27.9133604,27.0661556,26.55587772,27.20236911,11.5148087,12.25979145,12.3429522,12.74393933,15.01792506,14.45945195,14.32276191,14.39560929,14.73652998,9.367955207,16.0476676,15.4800647,15.77852945,15.57178546,22.9526093,22.14591203,10.5323475,16.9703203,17.15236881,12.36582004,11.87833402,11.77521322,12.38731563,18.0946871,17.74487742,22.12078901,22.31478976,21.04136604,21.5012283,14.77359479,14.71166848,14.89379589,14.93566338,17.32433046,18.41983396,17.16643924,17.45771869,13.56940961,13.06591603,13.60217219,13.5105365,13.4445308,13.32429806,9.648339669,10.0712184,9.590205322,14.05260296,13.83192093,13.98628653,14.00972196,9.713651881,9.305784694,10.81447706,10.95370022,10.39997098
1987,11.8591345,11.795217,26.37249217,28.22218723,25.97723776,27.0174672,13.27457197,14.14140696,13.44524783,18.70282469,19.15308714,17.76206448,18.90138272,14.6341437,14.68786445,20.01355892,19.49493435,19.80197589,20.06741486,15.87864958,15.6278442,10.83089034,10.37652466,22.12677852,22.46420277,21.14378594,21.33947349,21.77673993,22.49014189,22.02827556,16.77485734,16.32057507,16.7083492,16.35766086,13.63390693,13.50942196,13.72522286,13.5878497,11.33389353,11.51372975,11.54172288,11.3740902,17.91527074,17.41826672,17.60469332,17.65506621,22.41033826,13.94277015,13.91491603,13.79473214,14.14571568,12.06877944,11.11016965,11.08531242,11.47460892,11.04608678,21.03042091,21.73833566,13.76907685,24.03866225,24.81693295,16.23524021,16.11958627,15.68393441,16.2512669,11.4469998,11.41573377,12.90650535,13.12512538,13.06774961,13.12736277,15.10484497,15.00556324,14.708925,15.24504522,15.9325229,16.86422797,16.81762752,16.54837293,18.52164143,18.24774303,18.26077484,19.33416534,19.68235234,19.25280651,12.94393063,12.3396317,13.4456932,16.20958727,15.76548244,15.95058944,15.86006822,15.04858687,14.7743421,13.89820473,13.74728805,13.97469263
1988,19.38011288,18.7031036,14.54630216,15.32494032,14.70009001,14.24578086,11.3600475,11.80585075,11.49063911,7.493331471,7.514670387,7.634933534,7.658037719,19.01926578,18.96038598,19.87763605,20.51796321,18.61492554,18.4973282,6.576919041,6.848897078,14.48804311,14.20938149,12.2178196,12.28552887,12.34549047,11.57861433,16.72809217,15.5954373,15.24802378,17.4375605,18.63636109,18.32332245,19.11538919,16.8205202,16.98562155,16.90391415,17.18104157,10.90519146,10.8096581,11.26140119,11.48472877,16.20215062,16.44379148,16.52176572,16.10324684,16.38798036,9.773618658,9.676778043,9.790141666,9.887174083,18.37517288,14.08163163,13.79953343,14.46976151,14.13718796,15.48754264,14.93086003,12.90671786,9.400963577,9.639472364,16.85263396,17.05166539,16.92652566,17.27611325,7.637788443,7.744661316,8.663149428,8.433913944,8.464046321,8.464228165,10.1456514,10.06539453,10.15397821,9.855723154,10.51324209,10.66963894,10.65599867,10.71070612,19.02251831,18.40521612,18.45205638,10.01903034,9.677640476,10.0128025,14.1634174,13.36461285,13.33306294,14.34229279,14.09050903,13.84387791,14.31142568,12.46809174,12.70365582,13.23926705,13.72234364,12.74472793
1989,21.27273396,20.56367695,24.53358811,24.88483422,24.17665515,23.97934005,13.69921127,13.41068876,13.35524828,6.168725732,6.092881448,5.959731907,6.027992688,14.55141566,15.64790577,8.971428496,9.202543557,9.379355107,9.526398645,9.781176317,9.983190466,16.92101593,16.82546461,16.85204783,17.67377098,17.69348999,17.39746715,18.46340097,17.90525742,18.23123326,11.4126018,10.91010839,11.17801757,10.98121156,21.65311926,21.66738958,21.95381806,22.12654427,20.72996198,20.71958584,21.07733262,20.2617796,7.035253587,7.114319524,7.027906631,7.040556774,18.02895394,12.24858232,12.3850294,12.41004877,12.25894679,14.49406143,16.03648941,16.42349119,16.07940117,16.42222015,14.16032676,14.65641834,11.01505115,9.756721726,9.442522314,15.31202807,15.35027901,15.46610218,14.64934812,16.81749168,16.79382141,7.529951266,7.487510043,7.263105243,7.303548635,22.12922281,21.47927222,21.38163421,21.0707982,16.20942147,16.63371291,16.67509886,16.28452903,14.65734319,14.17568033,14.44648147,17.59930703,17.26578337,17.76385325,23.15223146,24.57808826,23.21632534,21.56525891,20.77957898,21.15000899,20.79870252,15.51321689,15.63706114,10.54056964,11.02964529,10.81197277
1990,10.46606842,10.45069843,11.24173016,11.67233308,11.34746662,11.47187078,24.31308565,24.82275622,24.9993501,10.56227984,10.58121713,10.91039215,10.75151058,13.50577987,12.65765393,16.93807868,17.04259868,16.78907002,16.9524211,8.501528112,8.193749752,10.43576779,9.723867927,15.57983391,15.45126524,14.74620341,15.05765869,12.98429232,12.65276511,12.846614,13.76451023,13.79855054,13.31570406,13.73214908,16.69033505,16.44904939,16.29113328,17.08509903,14.42718518,14.68579287,14.71005669,14.49343377,6.584117415,6.291323286,6.486318526,6.576655755,17.53244634,16.52824294,17.12197853,16.16455392,16.56585267,21.56030941,12.51056051,13.06746234,11.78070085,12.40897597,14.32880317,13.75053667,17.00622377,13.51384657,13.475023,11.36027411,11.09388159,10.97851696,10.70466926,13.29281841,12.80513205,11.69400845,11.8309558,12.11602703,11.60359696,11.8038696,12.72167816,12.3237505,12.22753674,10.44835747,11.43419171,11.71964513,11.22562979,19.87329717,19.88469463,20.0399566,18.40356754,18.64601078,18.79813904,23.52205196,23.82805006,23.27542776,11.54641843,11.7144293,11.40650174,11.24310986,9.964261428,9.931034896,16.82730052,16.57538243,17.96923734
1991,8.006981236,8.080614645,19.91866003,20.828086,20.16897997,19.86487135,10.06483716,10.2091418,9.87535194,10.57125231,11.07130713,10.99562271,10.78401953,11.98757946,12.10542434,24.44823416,23.90863192,23.92935211,24.31737721,17.80960925,18.74664216,7.599181726,7.494202195,15.4345609,15.3096456,14.7043244,15.27955702,23.06839117,22.67583318,22.01655745,8.974421732,8.692895385,8.918357712,8.720007689,13.24561932,12.58297327,13.00205209,12.82112567,22.24136344,22.6687993,21.9639843,22.88712716,12.93494124,13.19152858,13.04368385,13.10690471,14.16651425,14.89185249,14.99171044,15.58692182,15.57846256,24.46566657,10.07600569,10.07996493,10.11275921,10.22550944,18.13126266,17.88507144,17.93090196,15.83943148,16.25866846,13.84069299,13.39924564,13.76406702,13.75591448,20.3441713,19.88216973,11.91314398,11.64368896,12.6353515,12.4440215,17.6826117,18.02971119,18.80921322,18.31986428,18.11256222,19.05163144,18.89520377,18.7239887,24.53131519,24.5025221,24.02283122,12.29733043,12.14352783,12.36603826,24.17357393,25.39485021,25.65934885,12.80985009,12.9477336,13.54388267,13.4353898,15.18102696,15.20120495,17.94738974,18.52505109,19.13493743
1992,10.22812929,9.938477256,14.83333258,14.50057543,14.60659016,14.92487236,21.54568725,21.24057338,21.14745739,25.57766582,25.14590515,24.83049352,24.03542015,13.07865332,13.6074553,11.11207406,11.21807359,11.02755588,11.28326707,16.48306852,16.53859615,9.396281554,9.364503848,19.99910577,19.88076143,19.65028475,18.95714003,11.68415498,12.05244149,11.69935371,15.69012464,15.67982132,15.4113211,15.19548099,17.4396091,17.68767878,17.61167036,17.77925942,15.85908623,15.40961883,15.18748425,15.29918515,14.54759954,15.64977148,14.69338034,14.88614737,16.10517834,29.38975561,28.90254411,28.92025182,28.79035252,17.56156175,8.829552595,8.634574691,8.903119656,8.709373607,11.25483999,10.88283162,13.3543086,21.51790947,22.57242186,11.13867574,11.03803303,10.63649387,11.10634417,13.87516502,14.24857325,14.07937444,14.31307109,14.55072851,14.61932358,23.59078883,22.80549933,22.43317065,23.05650678,11.87283677,12.2670435,11.6023198,12.00860908,8.12607005,8.131242645,8.284323511,12.25398944,12.06817708,12.22530052,14.8768178,14.8345802,14.66328627,10.58091814,10.95384716,10.75854415,10.69040438,8.819734255,9.225073488,13.19670532,12.87456305,13.25677476
